Variavel,Importancia
"TX_RESP_Q12_Quarto, Microondas, Lavadora, Freezer, Garagem",0.0
"TX_RESP_Q12_Quarto, Microondas, Lavadora, Garagem",0.0
TX_RESP_Q12_Wi-Fi,0.0
"TX_RESP_Q12_Wi-Fi, Aspirador",0.0
"TX_RESP_Q12_Wi-Fi, Aspirador, Freezer",0.0
"TX_RESP_Q12_Wi-Fi, Aspirador, Freezer, Garagem",0.0
"TX_RESP_Q12_Wi-Fi, Aspirador, Garagem",0.0
"TX_RESP_Q12_Wi-Fi, Aspirador, Lavadora",0.0
"TX_RESP_Q12_Wi-Fi, Aspirador, Lavadora, Freezer",0.0
"TX_RESP_Q12_Wi-Fi, Aspirador, Lavadora, Freezer, Garagem",0.0
"TX_RESP_Q12_Wi-Fi, Aspirador, Lavadora, Garagem",0.0
"TX_RESP_Q12_Wi-Fi, Freezer",0.0
"TX_RESP_Q12_Wi-Fi, Freezer, Garagem",0.0
"TX_RESP_Q12_Quarto, Microondas, Aspirador",0.0
"TX_RESP_Q12_Quarto, Mesa, Microondas, Lavadora, Garagem",0.0
"TX_RESP_Q12_Quarto, Mesa, Aspirador, Garagem",0.0
"TX_RESP_Q12_Quarto, Mesa, Microondas, Lavadora, Freezer, Garagem",0.0
"TX_RESP_Q12_Quarto, Mesa, Aspirador, Lavadora",0.0
